function_type,name,return_type,param_names,param_types,description
aggregate,approx_quantile,array,"x,pos","smallint,array",Computes the approximate quantile using T-Digest.
aggregate,approx_quantile,array,"x,pos","integer,array",Computes the approximate quantile using T-Digest.
aggregate,arbitrary,decimal,arg,decimal,Returns the first value (null or non-null) from arg. This function is affected by ordering.
aggregate,argmax,integer,"arg,val","integer,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,bigint,"arg,val","bigint,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,double,"arg,val","double,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,varchar,"arg,val","varchar,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,timestamp with time zone,"arg,val","timestamp with time zone,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,blob,"arg,val","blob,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,decimal,"arg,val","decimal,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,integer,"arg,val","integer,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,timestamp with time zone,"arg,val","timestamp with time zone,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,blob,"arg,val","blob,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,blob,"arg,val","blob,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,same_as_input,"arg,val","any,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,same_as_input,"arg,val","any,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,array,"arg,val,col2","any,any,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,double,"arg,val","double,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,date,"arg,val","date,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,timestamp,"arg,val","timestamp,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,timestamp,"arg,val","timestamp,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max_null,integer,"arg,val","integer,integer",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,integer,"arg,val","integer,double",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,varchar,"arg,val","varchar,timestamp with time zone",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,timestamp,"arg,val","timestamp,hugeint",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,timestamp with time zone,"arg,val","timestamp with time zone,bigint",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_min,integer,"arg,val","integer,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,bigint,"arg,val","bigint,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,date,"arg,val","date,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,timestamp,"arg,val","timestamp,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,timestamp with time zone,"arg,val","timestamp with time zone,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,blob,"arg,val","blob,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min_null,integer,"arg,val","integer,varchar",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,varchar,"arg,val","varchar,integer",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,varchar,"arg,val","varchar,bigint",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,date,"arg,val","date,hugeint",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,blob,"arg,val","blob,integer",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,bitstring_agg,bit,"arg,col1,col2","bigint,bigint,bigint",Returns a bitstring with bits set for each distinct value.
aggregate,bitstring_agg,bit,"arg,col1,col2","uhugeint,uhugeint,uhugeint",Returns a bitstring with bits set for each distinct value.
aggregate,variance,double,x,double,Returns the sample variance of all input values.
aggregate,count_if,hugeint,arg,boolean,Counts the total number of TRUE values for a boolean column
scalar,add,hugeint,col0,hugeint,
scalar,add,time,"col0,col1","interval,time",
scalar,age,interval,"timestamp,timestamp","timestamp,timestamp","Subtract arguments, resulting in the time difference between the two timestamps"
scalar,age,interval,"timestamp,timestamp","timestamp with time zone,timestamp with time zone","Subtract arguments, resulting in the time difference between the two timestamps"
scalar,yearweek,bigint,ts,timestamp,Extract the yearweek component from a date or timestamp
scalar,xor,utinyint,"left,right","utinyint,utinyint",Bitwise XOR
scalar,xor,uhugeint,"left,right","uhugeint,uhugeint",Bitwise XOR
scalar,weekofyear,bigint,ts,timestamp,Extract the weekofyear component from a date or timestamp
scalar,century,bigint,ts,interval,Extract the century component from a date or timestamp
scalar,constant_or_null,same_as_input,"arg1,arg2","any,any","If arg2 is NULL, return NULL. Otherwise, return arg1."
scalar,date_sub,bigint,"part,startdate,enddate","varchar,time,time",The number of complete partitions between the timestamps
scalar,dayname,varchar,ts,timestamp with time zone,The (English) name of the weekday
scalar,epoch_ms,timestamp,temporal,bigint,Extract the epoch component in milliseconds from a temporal type
scalar,from_json,same_as_input,"col0,col1","varchar,varchar",
scalar,greatest_common_divisor,bigint,"x,y","bigint,bigint",Computes the greatest common divisor of x and y
scalar,hex,varchar,value,hugeint,Converts the value to hexadecimal representation
scalar,icu_collate_am,varchar,col0,varchar,
scalar,icu_collate_ceb,varchar,col0,varchar,
scalar,icu_collate_de,varchar,col0,varchar,
scalar,icu_collate_ee,varchar,col0,varchar,
scalar,icu_collate_gl,varchar,col0,varchar,
scalar,icu_collate_he,varchar,col0,varchar,
scalar,icu_collate_ka,varchar,col0,varchar,
scalar,icu_collate_kn,varchar,col0,varchar,
scalar,icu_collate_lo,varchar,col0,varchar,
scalar,icu_collate_pt,varchar,col0,varchar,
scalar,icu_collate_sr_rs,varchar,col0,varchar,
scalar,icu_collate_xh,varchar,col0,varchar,
scalar,icu_collate_zh,varchar,col0,varchar,
scalar,isodow,bigint,ts,interval,Extract the isodow component from a date or timestamp
scalar,isodow,bigint,ts,timestamp with time zone,Extract the isodow component from a date or timestamp
scalar,isoyear,bigint,ts,interval,Extract the isoyear component from a date or timestamp
scalar,jaccard,double,"str1,str2","varchar,varchar",The Jaccard similarity between two strings. Different case is considered different. Returns a number between 0 and 1
scalar,json_extract,array,"col0,col1","json,array",
scalar,json_extract_string,varchar,"col0,col1","json,bigint",
scalar,to_weeks,interval,integer,integer,Construct a week interval
scalar,json_keys,array,"col0,col1","json,varchar",
scalar,json_value,varchar,"col0,col1","varchar,bigint",
scalar,to_hours,interval,integer,bigint,Construct a hour interval
scalar,to_binary,varchar,value,varchar,Converts the value to binary representation
scalar,time_bucket,timestamp,"bucket_width,timestamp,origin","interval,timestamp,timestamp","Truncate TIMESTAMPTZ by the specified interval bucket_width. Buckets are aligned relative to origin TIMESTAMPTZ. The origin defaults to 2000-01-03 00:00:00+00 for buckets that do not include a month or year interval, and to 2000-01-01 00:00:00+00 for month and year buckets"
scalar,timezone,bigint,ts,interval,Extract the timezone component from a date or timestamp
scalar,subtract,uinteger,col0,uinteger,
scalar,subtract,ubigint,"col0,col1","ubigint,ubigint",
scalar,subtract,time,"col0,col1","time,interval",
scalar,list_negative_inner_product,double,"list1,list2","array,array",Compute the negative inner product between two lists
scalar,strptime,timestamp,"text,format","varchar,varchar","Converts the string text to timestamp according to the format string. Throws an error on failure. To return NULL on failure, use try_strptime."
scalar,list_unique,ubigint,list,array,Counts the unique elements of a list
scalar,map_concat,list,,,"Returns a map created from merging the input maps, on key collision the value is taken from the last map with that key"
scalar,minute,bigint,ts,timestamp,Extract the minute component from a date or timestamp
scalar,month,bigint,ts,date,Extract the month component from a date or timestamp
scalar,monthname,varchar,ts,date,The (English) name of the month
scalar,multiply,bigint,"col0,col1","bigint,bigint",
scalar,multiply,usmallint,"col0,col1","usmallint,usmallint",
scalar,regexp_extract,varchar,"string,pattern[","varchar,varchar","If string contains the regexp pattern, returns the capturing group specified by optional parameter group. The group must be a constant value. If no group is given, it defaults to 0. A set of optional options can be set."
scalar,sign,tinyint,x,smallint,"Returns the sign of x as -1, 0 or 1"
scalar,second,bigint,ts,interval,Extract the second component from a date or timestamp
